name,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,event_points,ep_next,ep_this,gw,position,team,xP,minutes,starts,total_points,value
Abdoulaye Doucouré,a,100.0,100.0,5.1,3,2.6,1.8,23,MID,Everton,1.8,77,1,3,51
Carlos Vinícius Alves Morais,a,100.0,100.0,5.0,0,-0.5,0.0,23,FWD,Fulham,0.0,0,0,0,50
Harry Wilson,i,0.0,,5.2,1,0.0,4.0,23,MID,Fulham,4.0,52,1,1,52
Ryan Sessegnon,a,100.0,100.0,4.1,0,-0.5,0.0,23,DEF,Fulham,0.0,0,0,0,41
Jorge Cuenca Barreno,a,100.0,100.0,4.4,0,-0.5,0.0,23,DEF,Fulham,0.0,0,0,0,44
Josh King,a,,,4.5,0,0.0,0.5,23,MID,Fulham,0.5,0,0,0,45
Martial Godo,a,,,4.4,0,-0.5,0.0,23,MID,Fulham,0.0,0,0,0,44
Sander Berge,a,100.0,100.0,5.0,2,0.7,1.2,23,MID,Fulham,1.2,90,1,2,50
Samuel Amissah,a,,,4.0,0,-0.5,0.0,23,DEF,Fulham,0.0,0,0,0,40
Marco Alexandre Saraiva da Silva,a,,,1.1,0,2.0,2.5,23,AM,Fulham,2.5,0,0,0,11
Carlos Roberto Forbs Borges,a,100.0,75.0,5.4,0,-1.0,0.0,24,MID,Wolves,0.0,0,0,0,55
Alfie Pond,a,,,3.9,0,-1.0,0.0,24,DEF,Wolves,0.0,0,0,0,39
Ben Winterburn,a,,,4.5,0,0.5,1.0,25,MID,Bournemouth,1.0,0,0,0,45
Ederson Santana de Moraes,a,100.0,100.0,5.3,11,5.8,6.3,25,GK,Man City,6.3,90,1,11,53
Phil Foden,a,100.0,100.0,9.3,3,3.5,4.0,25,MID,Man City,4.0,75,1,3,93
Maxwel Cornet,u,0.0,0.0,4.7,0,0.0,0.0,29,MID,Southampton,0.0,0,0,0,47
Tyler Dibling,a,100.0,100.0,4.4,5,3.0,3.0,29,MID,Southampton,2.0,90,1,5,44
Joachim Kayi-Sanda,a,,,4.0,0,-0.5,-0.5,29,DEF,Southampton,-0.5,0,0,0,40
Jack Grealish,a,100.0,25.0,6.4,0,-0.5,0.0,25,MID,Man City,0.0,0,0,0,64
Albert Grønbæk,a,,,4.9,1,1.0,1.0,29,MID,Southampton,0.5,7,0,1,49
Marshall Munetsi,a,100.0,100.0,5.0,3,3.7,3.2,33,MID,Wolves,3.2,90,1,3,50
Mateus Mané,a,,,4.5,0,0.5,0.0,33,FWD,Wolves,0.0,0,0,0,45
Joe Gauci,u,0.0,0.0,4.0,0,0.0,0.0,31,GK,Aston Villa,0.0,0,0,0,40
Séamus Coleman,i,0.0,25.0,4.3,0,0.0,-0.2,24,DEF,Everton,-0.4,0,0,0,43
Mason Holgate,u,0.0,0.0,4.0,0,0.0,0.0,24,DEF,Everton,0.0,0,0,0,40
Michael Keane,a,100.0,100.0,3.9,0,0.2,-0.6,24,DEF,Everton,-1.2,0,0,0,39
Neal Maupay,u,0.0,0.0,4.9,0,0.0,0.0,24,FWD,Everton,0.0,0,0,0,49
Dwight McNeil,i,0.0,0.0,5.1,0,0.0,0.0,24,MID,Everton,0.0,0,0,0,51
Vitalii Mykolenko,a,100.0,100.0,4.4,7,3.2,5.4,24,DEF,Everton,10.8,88,1,7,44
Iliman Ndiaye,i,0.0,100.0,5.5,9,0.0,9.4,24,FWD,Everton,18.8,57,1,9,55
Jake O'Brien,a,,,4.5,7,3.0,5.0,24,DEF,Everton,10.0,90,1,7,45
Harrison Armstrong,u,0.0,,4.4,0,0.0,-1.0,24,MID,Everton,-2.0,0,0,0,44
Asmir Begovic,a,,,4.0,0,0.0,-1.0,24,GK,Everton,-2.0,0,0,0,40
Roman Dixon,a,,,4.0,0,0.0,-1.0,24,DEF,Everton,-2.0,0,0,0,40
David Moyes,a,,,0.5,22,13.7,26.4,24,AM,Everton,52.8,0,0,22,5
Isaac Heath,a,,,4.5,0,1.2,1.4,24,MID,Everton,2.8,0,0,0,45
Reiss Nelson,i,0.0,0.0,5.0,0,0.0,0.0,24,MID,Fulham,0.0,0,0,0,50
Emile Smith Rowe,a,100.0,100.0,5.2,2,4.5,4.5,24,MID,Fulham,3.7,71,1,2,52
Joachim Andersen,a,100.0,100.0,4.2,1,2.5,2.5,24,DEF,Fulham,2.0,90,1,1,42
Adama Traoré,a,,,4.6,2,2.5,2.5,24,MID,Fulham,2.0,87,1,2,47
Andreas Hoelgebaum Pereira,a,100.0,100.0,5.0,3,0.8,0.8,24,MID,Fulham,1.0,18,0,3,50
Calvin Bassey,a,100.0,100.0,4.5,2,2.8,2.8,24,DEF,Fulham,2.3,90,1,2,45
Tom Cairney,a,100.0,100.0,4.8,0,0.2,0.2,24,MID,Fulham,0.3,0,0,0,48
Timothy Castagne,a,100.0,100.0,4.2,2,2.8,2.8,24,DEF,Fulham,2.0,90,1,2,42
Issa Diop,a,,,4.4,1,0.2,0.2,24,DEF,Fulham,0.0,2,0,1,44
Luke Harris,u,0.0,0.0,4.5,0,0.0,0.0,24,MID,Fulham,0.0,0,0,0,45
Saša Lukić,a,100.0,100.0,4.8,2,2.5,2.5,24,MID,Fulham,2.0,90,1,2,48
Kevin Mbabu,u,0.0,0.0,4.0,0,0.0,0.0,24,DEF,Fulham,0.0,0,0,0,40
Harrison Reed,a,100.0,100.0,4.7,0,-0.5,-0.5,24,MID,Fulham,-0.5,0,0,0,47
Antonee Robinson,a,,,5.1,4,4.2,4.2,24,DEF,Fulham,4.7,90,1,4,51
Nico O'Reilly,a,,,5.0,0,3.1,2.6,1,MID,Man City,2.6,0,0,0,50
Harrison Reed,a,100.0,100.0,4.7,0,-0.5,0.0,23,MID,Fulham,0.0,0,0,0,47
Antonee Robinson,a,,,5.1,2,4.0,4.5,23,DEF,Fulham,4.5,90,1,2,51
Jay Stansfield,u,0.0,0.0,5.0,0,0.0,0.0,23,FWD,Fulham,0.0,0,0,0,50
Kenny Tete,i,0.0,0.0,4.4,0,0.0,0.0,23,DEF,Fulham,0.0,0,0,0,44
Cameron Burgess,a,,,3.9,0,0.3,-1.2,23,DEF,Ipswich,-1.2,0,0,0,39
Wes Burns,i,0.0,100.0,4.8,1,0.0,0.0,23,MID,Ipswich,0.0,28,1,1,48
Conor Chaplin,i,0.0,0.0,5.1,0,0.0,0.0,23,MID,Ipswich,0.0,0,0,0,51
Harry Clarke,a,100.0,100.0,4.0,0,0.5,-1.0,23,DEF,Ipswich,-1.0,0,0,0,40
Leif Davis,a,,,4.4,0,0.5,-1.0,23,DEF,Ipswich,-1.0,45,1,0,44
Liam Delap,a,100.0,100.0,5.6,1,3.5,2.0,23,FWD,Ipswich,2.0,78,1,1,56
Cameron Humphreys,u,0.0,0.0,4.5,0,0.0,0.0,23,MID,Ipswich,0.0,0,0,0,45
Jacob Greaves,a,100.0,100.0,3.9,0,0.0,0.0,29,DEF,Ipswich,0.0,45,1,0,39
Sam Morsy,a,100.0,100.0,4.8,0,-0.5,-0.5,29,MID,Ipswich,-0.5,0,0,0,48
Jack Taylor,a,100.0,100.0,4.8,1,0.5,0.5,29,MID,Ipswich,0.5,4,0,1,48
Axel Tuanzebe,i,0.0,0.0,3.9,0,0.0,0.0,29,DEF,Ipswich,0.0,0,0,0,39
Christian Walton,a,100.0,100.0,4.3,0,-0.5,-0.5,29,GK,Ipswich,-0.5,0,0,0,43
Conor Coady,a,100.0,100.0,4.0,1,1.0,1.5,29,DEF,Leicester,1.0,90,1,1,40
Patson Daka,a,100.0,100.0,4.8,2,1.5,2.0,29,FWD,Leicester,1.7,63,1,2,48
Bobby De Cordova-Reid,a,100.0,100.0,5.2,0,0.0,0.5,29,MID,Leicester,1.0,0,0,0,52
Wout Faes,a,100.0,100.0,3.9,1,1.0,1.5,29,DEF,Leicester,1.3,90,1,1,39
Wanya Marçal-Madivádua,u,0.0,0.0,4.5,0,0.0,0.0,29,MID,Leicester,0.0,0,0,0,45
Yehor Yarmoliuk,a,,,4.4,0,1.0,1.0,24,MID,Brentford,1.0,0,0,0,44
Mathias Jorgensen,u,0.0,0.0,4.5,0,0.0,0.0,24,DEF,Brentford,0.0,0,0,0,45
Fábio Freitas Gouveia Carvalho,a,100.0,100.0,4.6,1,0.3,0.3,24,MID,Brentford,0.2,6,0,1,46
Sepp van den Berg,a,100.0,100.0,4.1,1,1.3,1.3,24,DEF,Brentford,1.2,90,1,1,41
Ryan Trevitt,u,0.0,,4.4,0,0.0,0.0,24,MID,Brentford,0.0,0,0,0,44
George Edmundson,u,0.0,0.0,4.0,0,0.0,0.0,23,DEF,Ipswich,0.0,0,0,0,40
Jacob Greaves,a,100.0,100.0,3.9,6,2.5,1.0,23,DEF,Ipswich,1.0,90,1,6,39
Marcus Myers-Harness,u,0.0,0.0,4.9,0,0.0,0.0,23,MID,Ipswich,0.0,0,0,0,49
George Hirst,a,100.0,100.0,5.4,1,1.3,-0.2,23,FWD,Ipswich,-0.2,11,0,1,54
Omari Giraud-Hutchinson,a,100.0,100.0,5.2,2,2.0,0.5,23,MID,Ipswich,0.5,78,1,2,52
Corrie Ndaba,u,0.0,0.0,4.0,0,0.0,0.0,23,DEF,Ipswich,0.0,0,0,0,40
Jack Taylor,a,100.0,100.0,4.8,0,1.3,-0.2,23,MID,Ipswich,-0.2,0,0,0,48
Axel Tuanzebe,a,100.0,100.0,3.9,0,0.7,-0.8,23,DEF,Ipswich,-0.8,90,1,0,39
Christian Walton,a,,,4.3,0,1.3,-0.2,23,GK,Ipswich,-0.2,90,1,0,43
Luke Woolfenden,a,,,4.0,0,0.7,-0.8,23,DEF,Ipswich,-0.8,0,0,0,40
Kalvin Phillips,a,100.0,100.0,4.8,2,1.7,0.2,23,MID,Ipswich,0.2,90,1,2,48
Kasey McAteer,a,100.0,100.0,4.7,1,0.0,0.5,29,MID,Leicester,0.3,8,0,1,47
Wilfred Ndidi,a,100.0,100.0,4.9,1,1.0,1.5,29,MID,Leicester,1.7,90,1,1,49
Caleb Okoli,a,100.0,100.0,4.0,0,-0.5,0.0,29,DEF,Leicester,0.0,0,0,0,40
Ricardo Barbosa Pereira,d,75.0,100.0,4.1,0,0.0,0.5,29,DEF,Leicester,0.3,0,0,0,41
Caoimhin Kelleher,a,,,4.0,0,2.0,1.5,24,GK,Liverpool,3.0,0,0,0,40
Harry Souttar,u,0.0,0.0,4.0,0,0.0,0.0,29,DEF,Leicester,0.0,0,0,0,40
Jakub Stolarczyk,a,100.0,100.0,4.0,0,-0.5,0.0,29,GK,Leicester,0.0,0,0,0,40
Gustavo Nunes Fernandes Gomes,i,0.0,0.0,4.9,0,0.0,0.0,24,MID,Brentford,0.0,0,0,0,49
Jayden Meghoma,u,0.0,0.0,4.0,0,0.0,0.0,24,DEF,Brentford,0.0,0,0,0,40
Tony Yogane,u,0.0,0.0,4.5,0,0.0,0.0,24,MID,Brentford,0.0,0,0,0,45
Jay Stansfield,u,0.0,0.0,5.0,0,0.0,0.0,24,FWD,Fulham,0.0,0,0,0,50
Kenny Tete,i,0.0,0.0,4.4,0,0.0,0.0,24,DEF,Fulham,0.0,0,0,0,44
Ryan Sessegnon,a,100.0,100.0,4.1,1,-0.2,-0.2,24,DEF,Fulham,-0.3,11,0,1,41
Conor Chaplin,i,0.0,0.0,5.1,0,0.0,0.0,24,MID,Ipswich,0.0,0,0,0,51
Cieran Slicker,a,,,3.9,0,0.0,0.5,24,GK,Ipswich,0.5,0,0,0,39
Jack Taylor,a,100.0,100.0,4.8,1,0.8,1.3,24,MID,Ipswich,1.3,13,0,1,48
Axel Tuanzebe,a,100.0,100.0,3.9,1,0.5,1.0,24,DEF,Ipswich,1.0,90,1,1,39
Dara O'Shea,a,100.0,100.0,4.0,1,0.2,0.7,24,DEF,Ipswich,0.7,90,1,1,40
Jack Clarke,a,,,5.4,1,1.0,1.5,24,MID,Ipswich,1.5,2,0,1,54
Chiedozie Ogbene,i,0.0,0.0,4.8,0,0.0,0.0,24,MID,Ipswich,0.0,0,0,0,48
Ben Godfrey,a,,,4.0,0,0.0,0.5,24,DEF,Ipswich,0.5,0,0,0,40
Facundo Buonanotte,a,100.0,100.0,4.7,0,0.3,0.8,24,MID,Leicester,0.8,0,0,0,47
Jordan Ayew,a,100.0,100.0,5.2,2,1.3,1.8,24,MID,Leicester,1.8,90,1,2,52
Odsonne Edouard,a,100.0,100.0,5.1,0,-0.5,0.0,24,FWD,Leicester,0.0,0,0,0,51
Boubakary Soumaré,a,100.0,100.0,4.4,2,1.5,2.0,24,MID,Leicester,2.0,90,1,2,44
Tom Cannon,u,0.0,0.0,4.5,0,0.0,0.0,24,FWD,Leicester,0.0,0,0,0,45
Hamza Choudhury,u,0.0,0.0,4.4,0,0.0,0.0,24,MID,Leicester,0.0,0,0,0,44
Conor Coady,a,100.0,100.0,4.0,0,-0.3,0.2,24,DEF,Leicester,0.2,0,0,0,40
Patson Daka,a,100.0,100.0,4.8,1,0.5,1.0,24,FWD,Leicester,1.0,30,0,1,48
Bobby De Cordova-Reid,a,100.0,100.0,5.2,2,1.7,2.2,24,MID,Leicester,2.2,75,1,2,52
Wout Faes,a,100.0,100.0,3.9,0,0.3,0.8,24,DEF,Leicester,0.8,90,1,0,39
Mads Hermansen,a,100.0,75.0,4.4,1,-0.3,0.2,24,GK,Leicester,0.2,90,1,1,44
James Justin,a,,,4.1,1,0.5,1.0,24,DEF,Leicester,1.0,75,1,1,42
Victor Kristiansen,d,75.0,100.0,4.5,0,0.4,1.0,24,DEF,Leicester,1.0,90,1,0,45
Wanya Marçal-Madivádua,u,0.0,0.0,4.5,0,0.0,0.0,24,MID,Leicester,0.0,0,0,0,45
Stephy Mavididi,a,,,5.1,1,0.7,1.2,24,MID,Leicester,1.2,14,0,1,51
Kasey McAteer,a,100.0,100.0,4.7,0,-0.3,0.2,24,MID,Leicester,0.2,0,0,0,47
Wilfred Ndidi,a,100.0,0.0,4.9,0,-0.5,0.0,24,MID,Leicester,0.0,0,0,0,49
Caleb Okoli,a,100.0,100.0,4.0,1,-0.3,0.2,24,DEF,Leicester,0.2,30,0,1,40
Ricardo Barbosa Pereira,i,0.0,0.0,4.1,0,0.0,0.0,24,DEF,Leicester,0.0,0,0,0,41
Harry Souttar,u,0.0,0.0,4.0,0,0.0,0.0,24,DEF,Leicester,0.0,0,0,0,40
Jakub Stolarczyk,a,100.0,100.0,4.0,0,0.5,1.0,24,GK,Leicester,1.0,0,0,0,40
Luke Thomas,a,,,3.9,0,-0.5,0.0,24,DEF,Leicester,0.0,0,0,0,39
Jamie Vardy,d,75.0,100.0,5.4,1,2.2,3.5,24,FWD,Leicester,3.5,59,1,1,54
Jannik Vestergaard,d,75.0,100.0,3.9,0,0.2,0.8,24,DEF,Leicester,0.8,59,1,0,39
Danny Ward,a,,,3.9,0,-0.5,0.0,24,GK,Leicester,0.0,0,0,0,39
Harry Winks,a,100.0,100.0,4.4,2,1.3,1.8,24,MID,Leicester,1.8,90,1,2,44
Ben Nelson,u,0.0,0.0,4.0,0,0.0,0.0,24,DEF,Leicester,0.0,0,0,0,40
Henry Cartwright,a,,,4.5,0,-0.5,0.0,24,MID,Leicester,0.0,0,0,0,45
Darwin Núñez Ribeiro,a,100.0,75.0,7.0,2,9.0,6.4,24,FWD,Liverpool,10.6,20,0,2,70
Diogo Teixeira da Silva,a,100.0,75.0,7.2,1,2.4,1.4,24,MID,Liverpool,7.0,1,0,1,72
Ben Doak,u,0.0,0.0,4.5,0,0.0,0.0,24,MID,Liverpool,0.0,0,0,0,45
Cody Gakpo,d,75.0,,7.6,7,10.8,13.9,24,FWD,Liverpool,24.6,68,1,7,76
Ryan Gravenberch,a,,,5.0,4,7.0,6.5,24,MID,Liverpool,12.6,75,1,4,50
Curtis Jones,s,0.0,25.0,5.3,5,0.0,1.1,24,MID,Liverpool,2.2,29,0,5,53
Ibrahima Konaté,a,100.0,100.0,5.2,7,11.0,10.5,24,DEF,Liverpool,19.0,90,1,7,52
Luis Díaz,a,100.0,100.0,7.5,5,7.6,7.1,24,MID,Liverpool,12.6,88,1,5,75
Mohamed Salah,a,,,13.7,29,22.0,21.5,24,MID,Liverpool,36.6,88,1,29,137
Alexis Mac Allister,a,100.0,100.0,6.2,10,10.0,9.5,24,MID,Liverpool,17.4,75,1,10,62
James McConnell,a,100.0,100.0,4.4,0,2.0,1.5,24,MID,Liverpool,3.0,0,0,0,44
Tyler Morton,i,0.0,100.0,4.4,0,0.0,1.5,24,MID,Liverpool,3.0,0,0,0,44
Andrew Robertson,a,,,5.9,8,7.6,7.1,24,DEF,Liverpool,13.4,79,1,8,59
Konstantinos Tsimikas,a,100.0,100.0,4.6,1,5.0,4.5,24,DEF,Liverpool,11.0,10,0,1,46
Virgil van Dijk,a,,,6.4,6,9.0,8.5,24,DEF,Liverpool,15.8,90,1,6,64
Federico Chiesa,a,100.0,100.0,6.8,0,3.0,2.5,24,MID,Liverpool,4.6,0,0,0,68
Vítezslav Jaros,a,,,4.0,0,2.0,1.5,24,GK,Liverpool,3.0,0,0,0,40
Harvey Davies,a,,,4.0,0,2.0,1.5,24,GK,Liverpool,3.0,0,0,0,40
Arne Slot,a,,,1.5,15,18.6,18.1,24,AM,Liverpool,36.2,0,0,15,15
Manuel Akanji,i,0.0,100.0,5.3,0,0.0,2.7,24,DEF,Man City,2.2,90,1,0,53
Nathan Aké,a,100.0,0.0,5.3,0,0.0,0.0,24,DEF,Man City,0.0,0,0,0,53
Rhys Williams,u,0.0,0.0,4.0,0,0.0,0.0,23,DEF,Liverpool,0.0,0,0,0,40
Luke Thomas,a,,,3.9,1,1.0,1.5,29,DEF,Leicester,1.3,90,1,1,39
Jamie Vardy,a,100.0,100.0,5.3,2,1.5,2.0,29,FWD,Leicester,2.0,90,1,2,53
Danny Ward,a,,,3.9,0,-0.5,0.0,29,GK,Leicester,0.0,0,0,0,39
Axel Disasi,a,100.0,,4.2,0,-0.4,0.3,24,DEF,Chelsea,0.2,0,0,0,42
Bernardo Veiga de Carvalho e Silva,a,,,6.2,2,1.0,1.0,24,MID,Man City,1.2,90,1,2,62
Oscar Bobb,d,25.0,75.0,4.7,0,0.0,0.0,24,MID,Man City,0.0,0,0,0,47
Scott Carson,a,,,3.9,0,0.0,0.0,24,GK,Man City,0.0,0,0,0,40
Kevin De Bruyne,a,100.0,100.0,9.3,1,4.7,4.7,24,MID,Man City,5.2,18,0,1,94
Jérémy Doku,a,100.0,0.0,6.2,0,4.0,0.0,24,MID,Man City,0.0,0,0,0,62
Ederson Santana de Moraes,a,100.0,100.0,5.3,0,5.0,5.0,24,GK,Man City,3.8,0,0,0,53
Dan Burn,d,75.0,100.0,4.4,0,1.5,2.5,24,DEF,Newcastle,2.5,90,1,0,44
Martin Dúbravka,a,100.0,100.0,4.3,1,4.0,4.5,24,GK,Newcastle,4.5,90,1,1,43
Phil Foden,a,100.0,100.0,9.3,2,9.3,9.3,24,MID,Man City,10.8,71,1,2,93
Anthony Gordon,d,75.0,100.0,7.6,1,3.2,4.7,24,MID,Newcastle,4.7,90,1,1,77
Crysencio Summerville,i,0.0,25.0,5.5,0,0.0,-0.1,24,MID,West Ham,-0.1,0,0,0,56
Guido Rodríguez,a,100.0,100.0,4.8,0,0.7,0.2,24,MID,West Ham,0.5,0,0,0,48
Ollie Scarles,a,,,4.0,1,1.0,0.5,24,DEF,West Ham,0.5,19,0,1,40
Oliver Skipp,a,,,4.7,0,-0.5,0.0,29,MID,Leicester,0.0,0,0,0,47
Will Alves,u,0.0,0.0,4.4,0,0.0,0.0,29,MID,Leicester,0.0,0,0,0,44
Jack Grealish,d,25.0,100.0,6.4,0,0.1,0.3,24,MID,Man City,0.2,0,0,0,64
Joško Gvardiol,a,100.0,100.0,5.9,0,4.7,4.7,24,DEF,Man City,3.8,90,1,0,59
Erling Haaland,a,100.0,100.0,14.7,6,8.0,8.0,24,FWD,Man City,6.5,90,1,6,147
Mateo Kovačić,a,100.0,100.0,5.4,2,5.3,5.3,24,MID,Man City,4.8,90,1,2,54
Jacob Wright,a,,,4.5,0,0.0,0.0,23,MID,Man City,0.0,0,0,0,45
Tyrique George,a,,,4.5,0,0.5,0.5,24,MID,Chelsea,0.5,0,0,0,45
Rico Lewis,a,100.0,100.0,4.4,0,0.3,0.3,24,DEF,Man City,0.2,0,0,0,44
Amad Diallo,a,100.0,100.0,5.6,2,6.8,6.8,24,MID,Man Utd,6.8,90,1,2,56
Luke Shaw,i,0.0,25.0,4.9,0,0.0,0.0,24,DEF,Man Utd,0.0,0,0,0,49
Ethan Wheatley,u,0.0,0.0,4.5,0,0.0,0.0,24,FWD,Man Utd,0.0,0,0,0,45
Manuel Ugarte,a,100.0,100.0,4.9,1,0.8,0.8,24,MID,Man Utd,0.8,86,1,1,49
Alexander Isak,a,100.0,100.0,9.5,2,8.2,8.7,24,FWD,Newcastle,8.7,90,1,2,95
Jacob Murphy,a,100.0,100.0,5.1,8,4.8,5.3,24,MID,Newcastle,5.3,86,1,8,51
Joelinton Cássio Apolinário de Lira,i,0.0,100.0,6.0,1,0.0,2.3,24,MID,Newcastle,2.3,63,1,1,60
Lloyd Kelly,u,0.0,,4.2,1,0.0,0.7,24,DEF,Newcastle,0.7,3,0,1,42
Jayce Fitzgerald,a,,,4.5,0,0.0,0.0,24,MID,Man Utd,0.0,0,0,0,45
Alex Murphy,u,0.0,0.0,4.0,0,0.0,0.0,24,DEF,Newcastle,0.0,0,0,0,40
Miguel Almirón Rejala,u,0.0,,5.4,0,0.0,1.0,24,MID,Newcastle,1.0,0,0,0,54
Harvey Barnes,d,25.0,0.0,5.9,0,0.0,0.0,24,MID,Newcastle,0.0,0,0,0,59
Sven Botman,d,25.0,100.0,4.4,0,0.4,2.0,24,DEF,Newcastle,2.0,0,0,0,44
Emil Krafth,a,100.0,100.0,4.3,0,0.0,0.5,24,DEF,Newcastle,0.5,0,0,0,43
Garang Kuol,a,,,4.4,0,0.0,0.5,24,MID,Newcastle,0.5,0,0,0,44
Bruno Guimarães Rodriguez Moura,a,100.0,100.0,6.1,2,4.8,5.3,24,MID,Newcastle,5.3,86,1,2,61
Lewis Hall,a,,,5.1,1,3.2,3.7,24,DEF,Newcastle,3.7,86,1,1,51
Isaac Hayden,u,0.0,0.0,4.4,0,0.0,0.0,24,MID,Newcastle,0.0,0,0,0,44
Jamaal Lascelles,i,0.0,0.0,4.5,0,0.0,0.0,24,DEF,Newcastle,0.0,0,0,0,45
Lewis Miley,a,100.0,100.0,5.0,1,0.8,1.3,24,MID,Newcastle,1.3,3,0,1,50
Odysseas Vlachodimos,a,,,4.3,0,0.0,0.5,24,GK,Newcastle,0.5,0,0,0,43
Nick Pope,a,100.0,100.0,4.9,0,0.0,0.5,24,GK,Newcastle,0.5,0,0,0,49
John Ruddy,a,,,3.9,0,0.0,0.5,24,GK,Newcastle,0.5,0,0,0,39
Fabian Schär,a,100.0,100.0,5.4,1,0.8,1.3,24,DEF,Newcastle,1.3,90,1,1,54
Matt Targett,a,100.0,100.0,4.0,0,0.0,0.5,24,DEF,Newcastle,0.5,0,0,0,40
Callum Wilson,a,100.0,0.0,6.9,0,0.0,0.0,24,FWD,Newcastle,0.0,0,0,0,69
William Osula,a,,,4.9,1,0.8,1.3,24,FWD,Newcastle,1.3,3,0,1,49
Arijanet Muric,a,100.0,100.0,4.4,0,0.5,-1.0,23,GK,Ipswich,-1.0,0,0,0,44
Jaden Philogene,a,100.0,100.0,5.3,2,1.3,-0.2,23,MID,Ipswich,-0.2,78,1,2,53
Conor Townsend,a,,,3.9,1,0.7,-0.8,23,DEF,Ipswich,-0.8,45,0,1,39
Sam Szmodics,i,0.0,0.0,5.7,0,0.0,0.0,23,MID,Ipswich,0.0,0,0,0,57
Jens Cajuste,a,100.0,100.0,4.5,0,2.0,0.5,23,MID,Ipswich,0.5,0,0,0,45
Dara O'Shea,a,100.0,100.0,4.0,0,0.5,-1.0,23,DEF,Ipswich,-1.0,90,1,0,40
Jack Clarke,a,,,5.4,0,1.5,0.0,23,MID,Ipswich,0.0,0,0,0,54
Chiedozie Ogbene,i,0.0,0.0,4.8,0,0.0,0.0,23,MID,Ipswich,0.0,0,0,0,48
Ben Godfrey,a,,,4.0,0,0.5,-1.0,23,DEF,Ipswich,-1.0,0,0,0,40
Facundo Buonanotte,a,100.0,100.0,4.7,0,1.0,1.0,23,MID,Leicester,1.0,13,0,0,47
Jordan Ayew,a,100.0,100.0,5.2,2,1.8,1.8,23,MID,Leicester,1.8,86,1,2,52
Álex Moreno Lopera,a,100.0,100.0,4.2,0,0.5,0.5,24,DEF,Nott'm Forest,0.7,0,0,0,42
Ola Aina,a,100.0,100.0,5.4,6,4.2,4.2,24,DEF,Nott'm Forest,3.7,90,1,6,54
Elliot Anderson,a,100.0,100.0,5.0,3,4.8,4.8,24,MID,Nott'm Forest,4.3,81,1,3,50
Taiwo Awoniyi,d,25.0,,5.5,1,0.4,1.5,24,FWD,Nott'm Forest,1.5,8,0,1,55
Willy Boly,a,100.0,100.0,4.2,1,0.8,0.8,24,DEF,Nott'm Forest,0.7,18,0,1,42
Nicolás Domínguez,a,100.0,100.0,4.8,1,1.8,1.8,24,MID,Nott'm Forest,1.7,25,0,1,48
Anthony Elanga,a,100.0,100.0,5.3,13,6.2,6.2,24,MID,Nott'm Forest,6.5,90,1,13,53
Murillo Santiago Costa dos Santos,a,100.0,100.0,4.7,5,2.5,2.5,24,DEF,Nott'm Forest,2.7,71,1,5,47
Ruben Filipe Marques Diogo Amorim,a,,,0.8,9,1.6,1.6,23,AM,Man Utd,1.6,0,0,9,8
Carlos Roberto Forbs Borges,a,100.0,100.0,5.4,0,0.0,-0.5,26,MID,Wolves,-0.5,0,0,0,54
Alfie Pond,a,,,3.9,0,0.0,-0.5,26,DEF,Wolves,-0.5,0,0,0,39
Tom Edozie,a,,,4.5,0,0.0,-0.5,26,MID,Wolves,-0.5,0,0,0,45
Mikel Arteta,a,,,1.5,11,10.5,10.0,24,AM,Arsenal,10.0,0,0,11,15
Jack Porter,a,,,4.0,0,0.5,0.0,24,GK,Arsenal,0.0,0,0,0,40
Leon Bailey,a,100.0,100.0,6.2,1,1.4,1.2,24,MID,Aston Villa,1.2,45,0,1,62
Enzo Barrenechea,u,0.0,0.0,4.9,0,0.0,0.0,24,MID,Aston Villa,0.0,0,0,0,49
Matz Sels,a,100.0,100.0,5.0,8,3.8,3.8,24,GK,Nott'm Forest,3.7,90,1,8,50
Harry Toffolo,a,,,4.2,0,0.5,0.5,24,DEF,Nott'm Forest,0.5,0,0,0,42
Hwang Ui-jo,u,0.0,0.0,4.5,0,0.0,0.0,24,FWD,Nott'm Forest,0.0,0,0,0,45
Chris Wood,a,100.0,100.0,7.1,17,10.8,10.8,24,FWD,Nott'm Forest,10.5,81,1,17,70
Joe Worrall,u,0.0,0.0,4.5,0,0.0,0.0,24,DEF,Nott'm Forest,0.0,0,0,0,45
Wes Okoduwa,a,,,4.0,0,0.0,-0.5,26,DEF,Wolves,-0.5,0,0,0,40
Emmanuel Agbadou,i,0.0,0.0,4.0,0,0.0,0.0,26,DEF,Wolves,0.0,0,0,0,40
Vítor Manuel de Oliveira Lopes Pereira,a,,,0.8,19,13.3,12.8,26,AM,Wolves,9.5,0,0,19,8
Neal Maupay,u,0.0,0.0,4.9,0,0.0,0.0,29,FWD,Everton,0.0,0,0,0,49
Dwight McNeil,d,50.0,0.0,5.1,0,-0.5,0.0,29,MID,Everton,0.0,0,0,0,51
Vitalii Mykolenko,d,75.0,100.0,4.4,2,0.8,2.0,29,DEF,Everton,3.3,90,1,2,44
Ryan Yates,a,100.0,100.0,4.9,0,1.2,1.2,24,MID,Nott'm Forest,1.3,0,0,0,49
